@relation marketing_training_predicted

@attribute custAge numeric
@attribute profession {admin.,blue-collar,technician,management,services,unemployed,housemaid,unknown,self-employed,retired,student,entrepreneur}
@attribute marital {single,married,divorced,unknown}
@attribute schooling {university.degree,high.school,basic.4y,basic.9y,professional.course,basic.6y,unknown,illiterate}
@attribute default {unknown,no,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {cellular,telephone}
@attribute month {nov,jul,may,aug,apr,jun,mar,oct,sep,dec}
@attribute day_of_week {mon,wed,tue,fri,thu}
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute pmonths numeric
@attribute pastEmail numeric
@attribute 'prediction margin' numeric
@attribute 'predicted responded' {no,yes}
@attribute responded {no,yes}

@data
49,technician,married,?,no,yes,no,cellular,jul,?,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.901938,no,no
37,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.560709,no,no
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.956415,no,no
60,services,married,high.school,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.947396,no,no
29,admin.,unknown,professional.course,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,3,0.879395,no,no
30,admin.,single,?,no,no,no,telephone,jul,tue,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.961544,no,no
?,admin.,single,university.degree,no,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,0.715998,no,no
?,management,married,university.degree,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.915592,no,no
57,retired,married,unknown,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.905326,no,no
35,self-employed,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.879914,no,no
?,services,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.941641,no,no
?,management,married,university.degree,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.919775,no,no
?,blue-collar,married,?,no,no,no,telephone,may,?,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.91438,no,no
55,blue-collar,married,basic.9y,no,no,no,telephone,aug,tue,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.9739,no,no
?,technician,single,professional.course,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,999,0,0.944411,no,no
?,services,divorced,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.906009,no,no
35,student,single,high.school,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.873646,no,no
37,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.929722,no,no
25,services,married,basic.9y,no,no,no,cellular,jul,?,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.927864,no,no
35,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.883817,no,no
35,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,0.831725,no,no
35,technician,married,professional.course,no,no,no,telephone,mar,thu,2,6,1,success,-1.8,93.369,-34.8,0.65,5008.7,0.2,1,-0.412881,yes,no
33,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.902524,no,no
34,admin.,married,high.school,no,no,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.77454,no,no
?,admin.,single,university.degree,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,999,0,0.007387,no,no
51,services,married,professional.course,unknown,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.963043,no,no
?,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.827238,no,no
33,services,divorced,high.school,no,no,yes,telephone,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999,0,0.827349,no,no
50,technician,married,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.871461,no,no
72,admin.,married,?,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999,0,0.263713,no,no
48,blue-collar,married,?,unknown,no,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,999,0,0.955469,no,no
31,housemaid,married,high.school,no,yes,no,cellular,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.953779,no,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.945055,no,no
?,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.91143,no,no
41,unknown,single,unknown,unknown,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.947277,no,no
27,student,single,university.degree,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.504237,no,no
45,management,married,university.degree,no,yes,no,cellular,aug,thu,15,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,0.945304,no,no
53,blue-collar,single,?,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.855536,no,no
34,blue-collar,married,?,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.717377,no,no
52,management,divorced,university.degree,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.87572,no,no
38,housemaid,married,basic.6y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.959085,no,no
54,technician,married,high.school,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.639852,no,no
34,self-employed,single,university.degree,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,2,0.864245,no,no
?,admin.,married,high.school,no,no,yes,cellular,may,thu,5,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,2,0.899928,no,no
28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,?,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.927148,no,no
36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.900935,no,no
?,admin.,married,university.degree,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.880827,no,no
28,technician,single,university.degree,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,0.779694,no,no
?,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999,4,0.77147,no,no
43,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.925288,no,no
39,admin.,married,?,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.901883,no,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.901426,no,no
52,blue-collar,unknown,basic.4y,no,unknown,unknown,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.687706,no,no
?,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.889364,no,no
51,services,married,?,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,3,0.959161,no,no
33,admin.,single,?,no,yes,no,cellular,aug,wed,1,3,1,success,-2.9,92.201,-31.4,0.854,5076.2,0.1,4,-0.426125,yes,no
29,services,single,university.degree,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.934317,no,no
?,services,married,high.school,unknown,yes,no,telephone,may,wed,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.964215,no,no
46,technician,married,professional.course,no,no,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.93499,no,no
?,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.904658,no,no
53,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.900828,no,no
47,technician,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.92651,no,no
75,housemaid,divorced,?,no,no,no,telephone,nov,mon,8,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0.1,2,0.483927,no,no
?,technician,married,?,no,yes,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.946434,no,no
49,blue-collar,married,high.school,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.916479,no,no
29,blue-collar,married,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.667921,no,no
?,management,married,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.883015,no,no
40,technician,single,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.898534,no,no
50,admin.,married,?,no,yes,no,cellular,nov,?,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.892855,no,no
33,admin.,married,?,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.90324,no,no
34,services,married,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.911098,no,no
?,management,married,?,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.898739,no,no
28,student,single,high.school,no,no,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.564368,no,no
?,technician,single,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.925175,no,no
47,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.926648,no,no
30,technician,married,university.degree,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.921526,no,no
30,self-employed,single,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.889895,no,no
39,housemaid,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.95377,no,no
?,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.935497,no,no
?,technician,married,?,no,yes,no,cellular,mar,?,2,999,0,nonexistent,-1.8,92.843,-50,1.538,5099.1,999,0,0.294222,no,no
36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.859293,no,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.853267,no,no
59,unknown,married,unknown,no,yes,no,cellular,may,mon,7,6,1,success,-1.8,92.893,-46.2,1.354,5099.1,0.2,2,0.540846,no,no
36,self-employed,single,?,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.879647,no,no
40,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.911222,no,no
45,services,single,high.school,unknown,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.923739,no,no
?,admin.,married,?,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.913554,no,no
26,technician,married,?,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.877664,no,no
37,services,married,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.902301,no,no
24,technician,single,?,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,0.900997,no,no
33,services,married,high.school,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.959592,no,no
54,services,married,high.school,no,no,no,telephone,jun,fri,20,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.95749,no,no
27,admin.,married,professional.course,no,no,no,cellular,may,?,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.743685,no,no
24,student,single,high.school,no,no,no,cellular,jun,tue,1,999,1,failure,-1.7,94.055,-39.8,0.737,4991.6,999,1,0.470633,no,no
57,unknown,married,unknown,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.968453,no,no
?,blue-collar,single,basic.9y,no,yes,no,cellular,jul,?,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.871179,no,no
45,technician,married,high.school,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.932665,no,no
33,technician,married,university.degree,no,yes,no,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.876,4963.6,999,0,0.395437,no,no
51,admin.,married,?,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.883475,no,no
?,admin.,single,high.school,no,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,0.379145,no,no
?,management,divorced,university.degree,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.887411,no,no
28,services,married,high.school,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.899458,no,no
31,admin.,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.895551,no,no
45,blue-collar,married,?,no,no,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,1,0.931257,no,no
65,housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,2,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5,999,1,0.730913,no,no
?,services,married,high.school,no,no,no,telephone,may,?,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.945072,no,no
?,blue-collar,married,high.school,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.693261,no,no
37,admin.,married,high.school,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.942238,no,no
?,blue-collar,married,?,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.906951,no,no
36,blue-collar,married,?,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.65542,no,no
32,admin.,single,?,no,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.880797,no,no
?,blue-collar,married,?,unknown,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,0.774978,no,no
54,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.801147,no,no
34,self-employed,married,?,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.958822,no,no
23,services,single,high.school,no,no,no,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.963436,no,no
55,housemaid,married,?,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.944285,no,no
36,services,married,basic.9y,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.84076,no,no
29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,4,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,1,0.952171,no,no
40,housemaid,single,professional.course,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.962302,no,no
?,admin.,married,university.degree,no,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,2,0.870673,no,no
28,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.887485,no,no
24,services,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.919257,no,no
39,services,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,0.802438,no,no
?,blue-collar,married,?,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,1,0.623987,no,no
44,entrepreneur,single,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,0.66775,no,no
29,admin.,single,?,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.90616,no,no
32,admin.,married,?,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.733579,no,no
?,admin.,married,university.degree,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.894567,no,no
42,retired,single,?,unknown,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,93.876,-40,0.682,5008.7,999,0,0.167568,no,no
33,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.895477,no,no
41,services,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.951024,no,no
?,self-employed,divorced,university.degree,no,unknown,unknown,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.930855,no,no
24,blue-collar,single,unknown,no,no,no,cellular,jul,tue,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.902335,no,no
47,management,married,university.degree,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.921123,no,no
26,services,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.925667,no,no
52,blue-collar,divorced,?,no,yes,no,cellular,jul,wed,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.866944,no,no
?,management,married,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.935608,no,no
33,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.894219,no,no
45,blue-collar,married,?,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.921743,no,no
?,retired,married,basic.4y,unknown,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,1,0.901877,no,no
45,technician,single,university.degree,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,2,0.869016,no,no
?,services,married,?,no,no,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.928466,no,no
41,admin.,divorced,?,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.90193,no,no
45,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.945111,no,no
38,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.91292,no,no
?,admin.,divorced,university.degree,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.752114,no,no
40,management,married,basic.6y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,0.386182,no,no
52,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,0.859171,no,no
33,services,divorced,high.school,no,yes,no,telephone,jun,?,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.924465,no,no
27,admin.,single,?,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.860507,no,no
56,self-employed,single,basic.9y,unknown,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.924047,no,no
28,technician,married,?,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,2,0.868697,no,no
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.940983,no,no
37,self-employed,divorced,?,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.886979,no,no
45,technician,married,professional.course,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.943584,no,no
23,admin.,single,unknown,no,yes,no,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,0.829422,no,no
?,admin.,married,?,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.937538,no,no
49,technician,married,?,no,yes,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,999,3,0.701563,no,no
?,management,married,professional.course,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.917914,no,no
?,admin.,divorced,?,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.921407,no,no
?,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.920882,no,no
56,retired,married,?,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,999,0,0.114746,no,no
24,admin.,single,?,no,yes,no,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.932285,no,no
47,services,married,?,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.925618,no,no
50,technician,divorced,basic.9y,no,no,yes,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.960132,no,no
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.778472,no,no
40,technician,married,university.degree,no,yes,no,cellular,nov,fri,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,1,0.951205,no,no
35,technician,married,university.degree,no,yes,yes,cellular,sep,thu,3,999,0,nonexistent,-3.4,92.379,-29.8,0.743,5017.5,999,0,0.17044,no,no
?,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999,2,0.917751,no,no
32,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.887454,no,no
?,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.689503,no,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,?,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.89155,no,no
27,admin.,married,basic.9y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.923562,no,no
43,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,0.717083,no,no
?,technician,married,?,no,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.933715,no,no
37,admin.,married,high.school,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.931042,no,no
53,retired,divorced,professional.course,no,unknown,unknown,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.907215,no,no
42,technician,married,?,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,0.92601,no,no
